date,value
2022-07-01,13
2022-07-02,18
2022-07-03,13
2022-07-04,19
2022-07-05,17
2022-07-06,22
2022-07-07,15
2022-07-08,18
2022-07-09,10
2022-07-10,11
2022-07-11,20
2022-07-12,14
2022-07-13,23
2022-07-14,20
2022-07-15,18
2022-07-16,15
2022-07-17,11
2022-07-18,20
2022-07-19,19
2022-07-20,21
2022-07-21,20
2022-07-22,16
2022-07-23,11
2022-07-24,18
2022-07-25,16
2022-07-26,32
2022-07-27,17
2022-07-28,24
2022-07-29,27
2022-07-30,14
2022-07-31,18
2022-08-01,21
2022-08-02,18
2022-08-03,18
2022-08-04,18
2022-08-05,23
2022-08-06,15
2022-08-07,21
2022-08-08,20
2022-08-09,17
2022-08-10,14
2022-08-11,16
2022-08-12,12
2022-08-13,17
2022-08-14,15
2022-08-15,16
2022-08-16,21
2022-08-17,18
2022-08-18,18
2022-08-19,19
2022-08-20,14
2022-08-21,13
2022-08-22,23
2022-08-23,25
2022-08-24,15
2022-08-25,23
2022-08-26,22
2022-08-27,9
2022-08-28,20
2022-08-29,19
2022-08-30,21
2022-08-31,14
2022-09-01,19
2022-09-02,15
2022-09-03,11
2022-09-04,17
2022-09-05,20
2022-09-06,23
2022-09-07,18
2022-09-08,17
2022-09-09,18
2022-09-10,18
2022-09-11,16
2022-09-12,13
2022-09-13,17
2022-09-14,16
2022-09-15,15
2022-09-16,12
2022-09-17,8
2022-09-18,12
2022-09-19,11
2022-09-20,10
2022-09-21,17
2022-09-22,19
2022-09-23,13
2022-09-24,14
2022-09-25,11
2022-09-26,19
2022-09-27,25
2022-09-28,16
2022-09-29,18
2022-09-30,16
2022-10-01,19
2022-10-02,14
2022-10-03,23
2022-10-04,13
2022-10-05,16
2022-10-06,17
2022-10-07,18
2022-10-08,15
2022-10-09,12
2022-10-10,15
2022-10-11,16
2022-10-12,19
2022-10-13,15
2022-10-14,16
2022-10-15,15
2022-10-16,13
2022-10-17,17
2022-10-18,9
2022-10-19,19
2022-10-20,29
2022-10-21,24
2022-10-22,12
2022-10-23,16
2022-10-24,24
2022-10-25,21
2022-10-26,21
2022-10-27,12
2022-10-28,10
2022-10-29,16
2022-10-30,10
2022-10-31,22
2022-11-01,10
2022-11-02,18
2022-11-03,6
2022-11-04,26
2022-11-05,12
2022-11-06,15
2022-11-07,15
2022-11-08,15
2022-11-09,19
2022-11-10,23
2022-11-11,22
2022-11-12,13
2022-11-13,11
2022-11-14,18
2022-11-15,19
2022-11-16,25
2022-11-17,19
2022-11-18,24
2022-11-19,15
2022-11-20,24
2022-11-21,15
2022-11-22,25
2022-11-23,16
2022-11-24,20
2022-11-25,25
2022-11-26,14
2022-11-27,21
2022-11-28,16
2022-11-29,21
