date,value
2022-07-01,31
2022-07-02,23
2022-07-03,21
2022-07-04,34
2022-07-05,39
2022-07-06,40
2022-07-07,40
2022-07-08,40
2022-07-09,21
2022-07-10,22
2022-07-11,41
2022-07-12,45
2022-07-13,39
2022-07-14,47
2022-07-15,31
2022-07-16,23
2022-07-17,30
2022-07-18,38
2022-07-19,38
2022-07-20,38
2022-07-21,42
2022-07-22,34
2022-07-23,17
2022-07-24,14
2022-07-25,36
2022-07-26,48
2022-07-27,43
2022-07-28,47
2022-07-29,39
2022-07-30,23
2022-07-31,30
2022-08-01,32
2022-08-02,47
2022-08-03,41
2022-08-04,41
2022-08-05,30
2022-08-06,29
2022-08-07,20
2022-08-08,34
2022-08-09,34
2022-08-10,37
2022-08-11,36
2022-08-12,32
2022-08-13,15
2022-08-14,23
2022-08-15,29
2022-08-16,44
2022-08-17,34
2022-08-18,37
2022-08-19,23
2022-08-20,22
2022-08-21,18
2022-08-22,31
2022-08-23,37
2022-08-24,35
2022-08-25,38
2022-08-26,36
2022-08-27,16
2022-08-28,25
2022-08-29,32
2022-08-30,39
2022-08-31,35
2022-09-01,25
2022-09-02,32
2022-09-03,12
2022-09-04,16
2022-09-05,21
2022-09-06,25
2022-09-07,33
2022-09-08,27
2022-09-09,43
2022-09-10,19
2022-09-11,19
2022-09-12,36
2022-09-13,47
2022-09-14,36
2022-09-15,32
2022-09-16,25
2022-09-17,26
2022-09-18,23
2022-09-19,29
2022-09-20,32
2022-09-21,43
2022-09-22,41
2022-09-23,30
2022-09-24,22
2022-09-25,23
2022-09-26,28
2022-09-27,36
2022-09-28,38
2022-09-29,41
2022-09-30,30
2022-10-01,23
2022-10-02,26
2022-10-03,16
2022-10-04,40
2022-10-05,33
2022-10-06,41
2022-10-07,31
2022-10-08,24
2022-10-09,23
2022-10-10,33
2022-10-11,43
2022-10-12,39
2022-10-13,49
2022-10-14,35
2022-10-15,25
2022-10-16,26
2022-10-17,26
2022-10-18,38
2022-10-19,39
2022-10-20,34
2022-10-21,32
2022-10-22,20
2022-10-23,39
2022-10-24,45
2022-10-25,41
2022-10-26,33
2022-10-27,34
2022-10-28,30
2022-10-29,16
2022-10-30,21
2022-10-31,31
2022-11-01,39
2022-11-02,37
2022-11-03,45
2022-11-04,30
2022-11-05,25
2022-11-06,24
2022-11-07,44
2022-11-08,28
2022-11-09,42
2022-11-10,42
2022-11-11,36
2022-11-12,30
2022-11-13,19
2022-11-14,32
2022-11-15,35
2022-11-16,42
2022-11-17,35
2022-11-18,40
2022-11-19,26
2022-11-20,31
2022-11-21,35
2022-11-22,44
2022-11-23,55
2022-11-24,45
2022-11-25,29
2022-11-26,18
2022-11-27,26
2022-11-28,37
2022-11-29,50
