73827986,Copy data from host to container efficiently,"The idea is a docker container which aims to train machine learning models for computer vision.
The data which is trained needs to be uploaded to the container, consumed and deleted afterwards.
Is there any way to use a volume and transport data efficiently between the host and the container?
When I searched on the web, most sources mentioned manual transport via bash or something similar, while my application needs to do this in an automated an repeating way for different datasets.
The host machine is a windows and the container is linux.
EDIT: there is a main application running on the machine which is responsible for managing the process.

send data to container (somehow?)
trigger training process

the training process runs async to not block the rest api
Any ideas?
","docker, containers",2,73829547,"You can use bind mounts when building you docker container,
See https://docs.docker.com/storage/bind-mounts/
you specify a directory inside your container which will be mounted on a local directory on your host, this way all container write operations are mounted directly to your host directory.
I'd recommand doint it using docker-compose, for example below:
container directory /opt/Projects/01_MyProject will be mounted to host directory /Volumes/Partition_2/Docker-Volumes/Volume_1,
#docker-compose.yml
...
    volumes:
      - PERSIST_DATA:/opt/Projects/01_MyProject
volumes:
  PERSIST_DATA:
    driver: local
    driver_opts:
      o: bind
      type: none
      device: /Volumes/Partition_2/Docker-Volumes/Volume_1

This way, you can copy anything to /Volumes/Partition_2/Docker-Volumes/Volume_1, which will show up under /opt/Projects/01_MyProject
"
73368255,Rust can't borrow a newly declared variable?,"This code is suppose to be a simple while loop. Until I enter the word exit it should keep taking in a list of names and print out the vector. I am using this to test my understanding of borrowing.
use std::io;

fn main() { 

    let mut name = String::new();
    let mut vec = Vec::new();

    while name.ne(&quot;exit&quot;) {
        print!(&quot;Enter a name&quot;); 
        io::stdin().read_line(&amp;mut name).expect(&quot;failed to readline&quot;);
    
        print!(&quot;You entered {}&quot;, name); 

        vec.push(name); 
        println!(&quot;length of vector is {}&quot;, vec.len());

        for i in &amp;vec {
            println!(&quot;name in vector is {}&quot;, i);
        }  
    }

}


This code will not compile due to the following error:
~/rust/vectors/src$ cargo build
   Compiling vectors v0.1.0 (rust/vectors)
error[E0382]: borrow of moved value: `name`
  --&gt; src/main.rs:8:11
   |
5  |     let mut name = String::new();
   |         -------- move occurs because `name` has type `String`, which does not implement the `Copy` trait
...
8  |     while name.ne(&quot;exit&quot;) {
   |           ^^^^^^^^^^^^^^^ value borrowed here after move
...
14 |         vec.push(name); 
   |                  ---- value moved here, in previous iteration of loop

For more information about this error, try `rustc --explain E0382`.
error: could not compile `vectors` due to previous error


I thought it was a mutable reference that I have to borrow so I changed the while loop to this: while &amp;mut name.ne(&quot;exit&quot;) but that just gave me this error:
   Compiling vectors v0.1.0 (rust/vectors)
error[E0308]: mismatched types
 --&gt; src/main.rs:8:11
  |
8 |     while &amp;mut name.ne(&quot;exit&quot;) {
  |           ^^^^^^^^^^^^^^^^^^^^ expected `bool`, found `&amp;mut bool`
  |
help: consider removing the borrow
  |
8 -     while &amp;mut name.ne(&quot;exit&quot;) {
8 +     while name.ne(&quot;exit&quot;) {
  | 

For more information about this error, try `rustc --explain E0308`.
error: could not compile `vectors` due to previous error

",rust,1,73368502,"The move is not within ne(), and thus borrowing it there will not solve the problem (also, to borrow it you need to do (&amp;mut name).ne(&quot;exit&quot;); &amp;mut name.ne(&quot;exit&quot;) will borrow the result of ne() mutably). ne() borrows the value with a shared reference.
The move, as the compiler tells you, is within vec.push(name). Here we move name, and any further attempt to access it is an error. But in the next round of the loop we'll try to do exactly that to compare it with &quot;exit&quot;!
There are generally two solutions to that:

Clone the string and push the cloned string to the vector, leaving the original unmodified.

vec.push(name.clone());


Instead of checking name directly, check the last value in the vector. We need to be careful to not assume there is such value, because the vector is empty in the beginning of the first iteration:

let mut vec = Vec::&lt;String&gt;::new();

while vec.last().map(|v| &amp;**v) != Some(&quot;exit&quot;) {
    let mut name = String::new();

    print!(&quot;Enter a name&quot;);
    io::stdin()
        .read_line(&amp;mut name)
        .expect(&quot;failed to readline&quot;);

    print!(&quot;You entered {}&quot;, name);

    vec.push(name);
    println!(&quot;length of vector is {}&quot;, vec.len());

    for i in &amp;vec {
        println!(&quot;name in vector is {}&quot;, i);
    }
}

But in your case, it is more likely that you don't want to push &quot;exit&quot; into the Vec at all. So, it is better to use loop with break:
let mut vec = Vec::&lt;String&gt;::new();
loop {
    let mut name = String::new();
    print!(&quot;Enter a name&quot;);
    io::stdin()
        .read_line(&amp;mut name)
        .expect(&quot;failed to readline&quot;);

    if name == &quot;exit&quot; {
        break;
    }

    print!(&quot;You entered {}&quot;, name);

    vec.push(name);
    println!(&quot;length of vector is {}&quot;, vec.len());

    for i in &amp;vec {
        println!(&quot;name in vector is {}&quot;, i);
    }
}

"
72986123,how to detect a key press when a mouse click happened in tkinter canvas,"I have a canvas with a rectangle and I want to detect if someone pressed the rectangle together with a key (ie &quot;shift&quot;). In Matplotlib the mouse event can do that with the key property. Wondering if tkinter has somehting similar? I tried this solution
from tkinter import *

root = Tk()

def key(event):
    print(&quot;pressed&quot;, repr(event.char))

def callback(event):
    print(&quot;clicked at&quot;, event.x, event.y)

canvas= Canvas(root, width=100, height=100)
canvas.bind(&quot;&lt;Key&gt;&quot;, key)
canvas.bind(&quot;&lt;Button-1&gt;&quot;, callback)
canvas.pack()

root.mainloop()

but it doesn't detect key events, only the mouseclick events work.
","python, tkinter, tkinter-canvas",0,72986284,"Instead of detecting whether the shift key is pressed or not, you can bind to the &lt;Shift-Button-1&gt; event so that the callback is only called if the user shift-clicks on the object.
Here is an example that will display the color of an item when you shift-click on it.
import tkinter as tk

def handle_click(event):
    color = event.widget.itemcget(&quot;current&quot;, &quot;fill&quot;)
    label.configure(text=f&quot;item color: {color}&quot;)

root = tk.Tk()

canvas = tk.Canvas(root, background=&quot;bisque&quot;)
label = tk.Label(root)

label.pack(side=&quot;bottom&quot;, fill=&quot;x&quot;)
canvas.pack(fill=&quot;both&quot;, expand=True)

canvas.create_rectangle(10, 10, 110, 110, fill=&quot;red&quot;, tags=(&quot;rectangle&quot;,))
canvas.create_rectangle(150, 10, 200, 110, fill=&quot;green&quot;, tags=(&quot;rectangle&quot;,))

canvas.tag_bind(&quot;rectangle&quot;, &quot;&lt;Shift-Button-1&gt;&quot;, handle_click)

root.mainloop()


If you want to handle multiple combinations of modifier keys (alt, shift, control, meta, etc) you can bind to &lt;1&gt; and examine the state attribute of the event object. However, there are platform dependencies that make that problematic. I personally find making individual bindings easier and more straight-forward.
For more on how to use the event.state attribute, see check if modifier key is pressed in tkinter
"
74368270,Making a string inside a sentence bold - Apache POI,"How do I make a string bold while it's inside a sentence?
I've just started using Apache POI like 4 hours ago and wanted to:

Locate different strings inside a Word-Document (.docx/XWPF)
Replace the strings with the value of the map
Make the value appear bold, if the string has a special flag.

I tried to first approach this by iterating over the paragraph (not the Runs), but it didn't work. I've got my current solution from this post right here.
Everything is fine with the first two steps, now I want to make every value that contains a special flag (like ${key:bold} or ${score:bold}) bold. I've tried to create a new XWPFRun that writes the bold string, it just won't work with the code underneath...
ParagraphFieldReplacer.java (Currently working for step 1 and 2)
import java.util.List;
import java.util.Map;

import org.apache.poi.ooxml.POIXMLException;
import org.apache.poi.xwpf.usermodel.XWPFDocument;
import org.apache.poi.xwpf.usermodel.XWPFParagraph;
import org.apache.poi.xwpf.usermodel.XWPFRun;

public final class ParagraphFieldReplacer {
    
    public static void replace(final Student student, final XWPFDocument document, final Map&lt;String, FormatObject&gt; fields) {
        final List&lt;XWPFParagraph&gt; paragraphs = document.getParagraphs();
        for (final XWPFParagraph paragraph : paragraphs)
            replaceParagraph(student, paragraph, fields);
    }
    
    private static void replaceParagraph(final Student student, final XWPFParagraph paragraph, final Map&lt;String, FormatObject&gt; fields) throws POIXMLException {
        List&lt;XWPFRun&gt; runs;
        String paragraphtext;
        String runsText;
        XWPFRun nextRun;
        String target;
        XWPFRun run;
        for (final String key : fields.keySet()) {
            paragraphtext = paragraph.getText();
            if (!(paragraphtext.contains(&quot;${&quot;)))
                return;
            target = &quot;${&quot; + key + &quot;}&quot;;
            if (!(paragraphtext.contains(target)))
                continue;
            runs = paragraph.getRuns();
            for (int i = 0; i &lt; runs.size(); i++) {
                run = runs.get(i);
                runsText = run.getText(0);
                if (runsText.contains(&quot;${&quot;) || (runsText.contains(&quot;$&quot;) &amp;&amp; runs.get(i + 1).getText(0).substring(0, 1).equals(&quot;{&quot;))) {
                    while (!(openTagCountIsEqualCloseTagCount(runsText))) {
                        nextRun = runs.get(i + 1);
                        runsText = runsText + nextRun.getText(0);
                        paragraph.removeRun(i + 1);
                    }
                    if (!(runsText.contains(target)))
                        run.setText(runsText, 0);
                    else {
                        final FormatObject format = fields.get(key);
                        final String handle = format.handle(student);
                        run.setText(runsText.replace(target, handle), 0);
                    }
                }
            }
        }
    }
    
    private static boolean openTagCountIsEqualCloseTagCount(final String runText) {
        final int openTagCount = (runText.split(&quot;\\$\\{&quot;, -1).length - 1);
        final int closeTagCount = (runText.split(&quot;}&quot;, -1).length - 1);
        return (openTagCount == closeTagCount);
    }
    
}

FormatObject.java
public final class FormatObject {
    
    private boolean bold;
    private FormatHandler&lt;Student, String&gt; handler;
    
    public FormatObject(final FormatHandler&lt;Student, String&gt; handler, final boolean bold) {
        this.handler= handler;
        this.bold = bold;
    }
    
    public boolean isBold() {
        return bold;
    }
    
    public String handle(final ZertifikationsStudent student) {
        return handler.handle(student);
    }
    
}


FormatHandler.java
@FunctionalInterface
public interface FormatHandler&lt;P, R&gt; {
    
    public R handle(P p);
    
}

Thanks for reading/helping!
","java, ms-word, apache-poi",0,74420723,"I got this working the other day!
The best way to make it bold is to make the format-indicator bold in the document itself.
The other way is to create a new XWPFRun and set it to bold. The text should be the value of the key. After that, you can just add all the fixed XWPFRuns into an ArrayList and re-insert them, after removing every run in the selected paragraph. You can then just remove the old-normal XWPFRun that contains the format-indicator.
"
74511509,Start a bash session from python,"I want to drop into a shell for a ctf competition I am working on. I am not allowed to use pwntools for this. I want to achieve something like following from python:
import os
os.system(&quot;/bin/bash &amp;&quot;)
print(&quot;hello world&quot;)                 # assume I am writing to a file
os.system(&quot;fg&quot;)                      # does not work (but assume resuming shell /bin/bash)

I can't use subprocess since I need to drop into a shell. Not communicate back and forth with the bash process which would run in the background. Is there an easy way to approach this?
","python, python-3.x",0,74511576,"You want to use the subprocess module instead. fg is a shell built-in command that only works with job control in the shell itself.
import subprocess


p = subprocess.Popen([&quot;bash&quot;])
print('hello world')
p.wait()

"
73725448,How to make the loop update the range automatically in App Script for Google Sheets,"Background of this project
I am working on the database of employee evaluation. The database look something similar to the mock table below.




Row
KPI ID
Evaluation type
Owner(s)
Other data




1
SomeUniqueKey1
Type A
John
WhatEver1


2
SomeUniqueKey2
Type B
John, Jane, James
WhatEver2


3
...
...
...
...




So basically, I am trying to create the loop on this google sheet targeting 'Owner(s)' column that might contain a list-liked string that in this pattern ( a, b, c )(See row 2). My goal is to duplicate the row with multiple user and then modify the owner column to have only one user. So here is the end goal should look like:




Row
KPI ID
Evaluation type
Owner(s)
Other data




1
SomeUniqueKey1
Type A
John
WhatEver1


2
SomeUniqueKey2
Type B
John
WhatEver2


3
SomeUniqueKey2
Type B
Jane
WhatEver2


4
SomeUniqueKey2
Type B
James
WhatEver2


5
...
...
...
...




What I have done so far
By checking whether each cell in the owner column have a &quot;,&quot; or not (implying this is a list), if it contains &quot;,&quot;, I convert it into an array and duplicate the row to the amount of length of the array minus 1 and later modify each row of that column into the order of and array. (Please see the code).
function myFunction() {
  var ws = SpreadsheetApp.openById(&quot;SHEET ID&quot;);
  var ss = ws.getSheetByName('SHEET NAME');
  var r = ss.getRange(&quot;A1:E20000&quot;);
  r.activate;
  var v = r.getValues();
  for (var i=1;i&lt;=20000;i++){
    if(v[i-1][3].includes(&quot;,&quot;)){ 
      var temp = v[i-1][3].split(&quot;, &quot;);
      ss.insertRows(i,temp.length-1);
      for (var j = 0; j&lt;temp.length; j++ ){
        ss.getRange(i+temp.length-1,1,1,5).copyTo(ss.getRange(i+j,1,1,5));
        ss.getRange(i+j,3).setValue(temp[j]);
        }
        i = i+temp.length-1;
        }
    r.activate;
    v = r.getValues();
      }
      }

What being problematic
The loop stopped right after when they fix the first case of the issue. For instance, based on the mock table, the first case is on the row 2. After fixing the row 2, the later case after row 2 are not affected by the code anymore.
My assumption right now is that I insert the new row which change the referenced position. But I stuck here. Any kind of suggestions is appreciated.
","google-apps-script, google-sheets",0,73725748,"When I saw your script, getValue, setValue, and copyTo are used in a loop. In this case, the process cost becomes high. Ref In your situation, I would like to propose the following flow.

Retrieve values from Spreadsheet.
Process the retrieved values and create an array.
Put an array on Spreadsheet.

When this flow is reflected in a sample script, how about the following modified script?
Modified script:
function myFunction() {
  var ws = SpreadsheetApp.openById(&quot;SHEET ID&quot;);
  var ss = ws.getSheetByName('SHEET NAME');

  // I modified below script.
  var range = ss.getDataRange();
  var values = range.getValues().flatMap(r =&gt; {
    var idx = r.findIndex(c =&gt; c.includes(&quot;,&quot;));
    if (idx == -1) {
      return [r];
    }
    return r[idx].split(&quot;,&quot;).map(v =&gt; {
      var temp = r.slice();
      temp[idx] = v.trim();
      return temp;
    });
  });
  range.clearContent();
  ss.getRange(1, 1, values.length, values[0].length).setValues(values);
}

Or, if the column number is known, you might be able to be used.
function myFunction() {
  var ws = SpreadsheetApp.openById(&quot;SHEET ID&quot;);
  var ss = ws.getSheetByName('SHEET NAME');

  // I modified below script.
  var columnNumber = 3; // This is column &quot;C&quot;.
  var range = ss.getDataRange();
  var values = range.getValues().flatMap(r =&gt; {
    if (r[columnNumber - 1].includes(&quot;,&quot;)) {
      return r[columnNumber - 1].split(&quot;,&quot;).map(v =&gt; {
        var temp = r.slice();
        temp[columnNumber - 1] = v.trim();
        return temp;
      });
    }
    return [r];
  });
  range.clearContent();
  ss.getRange(1, 1, values.length, values[0].length).setValues(values);
}


When this script is run, the values are retrieved from Spreadsheet and put the converted values to the same sheet.

References:

getValues()
setValues(values)
map()

"
73465679,using load function with variables in MATLAB,"filterSize
sz = sprintf( '%dx%d', filterSize, filterSize );
I have some .mat files named

results_3x3.mat


results_5x5.mat

and so on..
I am importing that files with load function. But since that I have 20 files I need to do it in a for loop.  filterSize=3:2:41
I need to use the load function in MATLAB with variables.
I am now doing it manually as follows:
F1_score_3 = load('results_3x3.mat');
accuracy_3 = F1_score_3.accuracy;

F1_score_5 = load('results_5x5.mat');
accuracy_5 = F1_score_5.accuracy;

F1_score_7 = load('results_7x7.mat');
accuracy_7 = F1_score_7.accuracy;

F1_score_3 = load('results_&amp;s.mat',sz); doesn't work.
Can you help me with this? Also, can I define variables with another variable in them? Such as
F1_score_%d, filterSize

","matlab, variables, load",1,73465748,"Do not create dynamic variable names that contain numbers like this. They will be hard to work with downstream in your code. It would be better to store the results in an array or cell or struct. E.g., you could do something like this using a cell array:
F1_score = cell(41,1);
for filterSize=3:2:41
    fname = sprintf( 'results_%dx%d.mat', filterSize, filterSize );
    F1_score{filterSize} = load(fname);
end

Then when you want to get at accuracy, you can use indexing as usual. E.g.,
F1_score{3}.accuracy

"
74411450,R - how to extract a string between two delimiters when there are multiple instances of the same delimiter,"some previous questions have been asked on this topic, but they don't seem to include the case when a string contains multiple instances of the same delimiter.
How to extract substring between patterns &quot;_&quot; and &quot;.&quot; in R
Extracting a string between other two strings in R
Extract a string between patterns/delimiters in R
The problem I am facing is the following. Say we have a vector like this:
vec &lt;- c(&quot;Europe/Germany/Berlin/Mitte&quot;, 
         &quot;Europe/Germany/Berlin/Charlottenburg&quot;, 
         &quot;Europe/Croatia/Zagreb/Gornji Grad&quot;, 
         &quot;Europe/Croatia/Zagreb/Donji Grad&quot;)

Can you provide me with the following two functions:
The output of the first function should be:
c(&quot;Germany&quot;, &quot;Germany&quot;, &quot;Croatia&quot;, &quot;Croatia&quot;)

And the output of the second function should be:
c(&quot;Berlin&quot;, &quot;Berlin&quot;, &quot;Zagreb&quot;, &quot;Zagreb&quot;)

I don't understand how the answers from previous questions apply when the delimiter / appears more than once in the string and how can I specify which of the pieces I want.
",r,-1,74413195,"library(tidyverse)

get_name &lt;- function(position) {
  vec %&gt;%
    str_split(&quot;/&quot;) %&gt;%
    map_chr( ~ .x[position])
}

Get position 2
get_name(2)
[1] &quot;Germany&quot; &quot;Germany&quot; &quot;Croatia&quot; &quot;Croatia&quot;

Get position 3
get_name(3)
[1] &quot;Berlin&quot; &quot;Berlin&quot; &quot;Zagreb&quot; &quot;Zagreb&quot;

"
73956768,Integrating timeonsite.js on a basic ReactJS app and correct way to show live time counter for tracking user engagement,"I followed the public react app

simple-reactjs-app

by aditya-sridhar found on Github for setting up the web application. I cloned the repo and just added two blocks (timer init &amp; HTML timer update div) so that you can follow up if you wanted to reproduce the same. I also integrated the timeonsite.js tracker as given below:
&lt;!DOCTYPE html&gt;
&lt;html lang=&quot;en&quot;&gt;
  &lt;head&gt;
    &lt;meta charset=&quot;utf-8&quot;&gt;
    &lt;meta name=&quot;viewport&quot; content=&quot;width=device-width, initial-scale=1, shrink-to-fit=no&quot;&gt;
    &lt;meta name=&quot;theme-color&quot; content=&quot;#000000&quot;&gt;
    &lt;link rel=&quot;manifest&quot; href=&quot;%PUBLIC_URL%/manifest.json&quot;&gt;
    &lt;link rel=&quot;shortcut icon&quot; href=&quot;%PUBLIC_URL%/favicon.ico&quot;&gt;
    &lt;link rel=&quot;stylesheet&quot; href=&quot;styles.css&quot;&gt;
    &lt;link rel=&quot;stylesheet&quot; href=&quot;https://maxcdn.bootstrapcdn.com/bootstrap/3.3.7/css/bootstrap.min.css&quot; integrity=&quot;sha384-BVYiiSIFeK1dGmJRAkycuHAHRg32OmUcww7on3RYdg4Va+PmSTsz/K68vbdEjh4u&quot; crossorigin=&quot;anonymous&quot;&gt;
    
    &lt;!-- ADDED FOR Real-time time tracking --&gt;
    &lt;script type=&quot;text/javascript&quot;&gt;
      var Tos;
      (function(d, s, id, file) {
          var js, fjs = d.getElementsByTagName(s)[0];
          if (d.getElementById(id)) return;
          js = d.createElement(s);
          js.id = id;
          js.onload = function() {
              var config = {
                trackBy: 'seconds',
                developerMode: true,
                callback: function(data) {
                  console.log(data);
                  // give your endpoint URL/ server-side URL that is going to handle your TOS data which is of POST method. Eg. PHP, nodejs or python URL which saves this data to your DB
                  var endPointUrl = 'http://localhost/tos'; // replace with your endpoint URL
                  if (data &amp;&amp; data.trackingType &amp;&amp; data.trackingType == 'tos') {
                      if (Tos.verifyData(data) != 'valid') {
                        console.log('Data abolished!');
                        return;
                      }
                      if (navigator &amp;&amp; typeof navigator.sendBeacon === 'function') {
                        var blob = new Blob([JSON.stringify(data)], {type : 'application/json'});
                        navigator.sendBeacon(endPointUrl, blob);
                      }
                    }
                }
              };
              if(TimeOnSiteTracker) {
                  Tos = new TimeOnSiteTracker(config);
                  window.Tos = Tos;
              }
          };
          js.src = file;fjs.parentNode.insertBefore(js, fjs);
       } (document, 'script', 'TimeOnSiteTracker', '//cdn.jsdelivr.net/gh/saleemkce/timeonsite@1.2.1/timeonsitetracker.min.js'));
      &lt;/script&gt;
      &lt;!-- ADDED FOR Real-time time tracking --&gt;

    &lt;title&gt;React App&lt;/title&gt;
  &lt;/head&gt;
  &lt;body&gt;
    &lt;noscript&gt;
      You need to enable JavaScript to run this app.
    &lt;/noscript&gt;
    &lt;div id=&quot;root&quot;&gt;&lt;/div&gt;


    &lt;!-- ADDED FOR Real-time time tracking --&gt;
    &lt;div id=&quot;timeContainerStats&quot; style=&quot;border: 1px solid #bbb; border-radius: 10px; text-align: center; font-family: cursive;&quot;&gt;
      You spent : 
      &lt;span id=&quot;timeonsite&quot; style=&quot;color:#f55;&quot;&gt;
      &lt;/span&gt; Seconds
    &lt;/div&gt;

    &lt;script&gt;
      console.log(typeof window)
      if (typeof window !== 'undefined') {
        setInterval(function() {
          document.getElementById('timeonsite').innerHTML = (window.Tos).getTimeOnPage().timeOnPage;
        }, 1000)
      } 
    &lt;/script&gt;
    &lt;!-- ADDED FOR Real-time time tracking --&gt;

  &lt;/body&gt;
&lt;/html&gt;

Live Timer in React App
Sorry, my first post here. So, I'm not allowed to show image directly hence image is added as link.
Questions:
1, I'm not allowed to access Tos window object directly. Hence I accessed it like &quot;window.Tos&quot; in React root index.html  Is it the right approach to fetch third party object in React?
2, Is it proper way to include the HTML block,
&lt;span id=&quot;timeonsite&quot; style=&quot;color:#f55;&quot;&gt;
      &lt;/span&gt; Seconds

or the right way would be write it as React component?
3, I added the powerful
setInterval(function() {}, 1000);

JS Interval function. Is it fine or we can use React inbuilt timer function for updating TIMER &quot;div&quot; each second?
FYI, I will need this Tos JS object in every page in my React web app so that I show how much time the user spent in the app so far in web page. If it can be written as React component, could you show a sample component written for this live time-counter. I've seen one other question in SO raising the same question but that used JS date timer directly instead of full-fledged tracker like timeonsite.js. Thanks for your help.
","javascript, reactjs, time-tracking",0,74086439,"Let's try to give you some answers:

I'm not allowed to access Tos window object directly. Hence I accessed
it like &quot;window.Tos&quot; in React root index.html Is it the right approach
to fetch third party object in React?

As long as you declare Tos as a global variable you should be able to access it from all the scopes. But more importantly there are several ways of achieving what you want.
To add a third-party object in React you can:

add it as you did in the index.html file, the approach you took. The issue here is that then to have some communication between the third party library and your react code it can only happen through global variables which could be a bad pattern.
Using some kind of webpack plugin for your cdn. But this will present the same issue as the previous approach. It just looks cleaner.
Add onMount the script:

function App() {
  // Proof that we can use Tos object
  const click = () =&gt; {
    console.log('Click', Tos)
    Tos
  }
  useEffect(() =&gt; {
    // This is the same that your script does but in a &quot;React&quot; way
    const script = document.createElement('script')
    script.setAttribute('src', '//cdn.jsdelivr.net/gh/saleemkce/timeonsite@1.2.1/timeonsitetracker.min.js')
    script.id = 'TimeOnSiteTracker'
    script.addEventListener('load', () =&gt; {

        const config = {
          trackBy: 'seconds',
          developerMode: true,
          callback: function(data) {
            console.log(data);

          }
        };
        if(TimeOnSiteTracker) {
         // IF this was not a `var` it will not be a global scoped variable
          var Tos = new TimeOnSiteTracker(config);
          window.Tos = Tos;
        }

    })
    document.body.appendChild(script)
  }, [])
  return (
    &lt;div className=&quot;App&quot;&gt;
      &lt;header className=&quot;App-header&quot;&gt;
        &lt;button onClick={click}&gt;Click&lt;/button&gt;
      &lt;/header&gt;
    &lt;/div&gt;
  );
}

Using useEffect we can basically mount the 3rd-party library on the mount lifecycle. In this last approach, you have more control over the parameters that you pass to the library, they can even be more dynamic and easier to interact as you will see in the answer to your 3rd question.

Is it proper way to include the HTML block,
or the right way would be write it as React component?

To get the power of react (rendering, performance control over components) the best thing will be to move this code into the JSX of your app. This way this element will be dynamically added and not hard coded as in your approach.

I added the powerful setInterval(function() {}, 1000); JS Interval function. Is it fine or
we can use React inbuilt timer function for updating TIMER &quot;div&quot; each
second?

Actually given the API of Timeonsite.js, there is no better way of doing this (some may think that callback argument is called every time there is an update, but no, only on start and onload. Also, if we check what the developermode does, it basically calls Tos every second using the interval:
if (this.developerMode) {
        setInterval(function() {
            self.showProgress();
        }, (1 * 1000));
    }

To do this in a React friendly way:
 const [timer, setTimer] = useState(0)

  useEffect(() =&gt; {
    const interval = setInterval(() =&gt; {
        console.log(window.Tos.getTimeOnPage().timeOnPage)
        setTimer(window.Tos.getTimeOnPage().timeOnPage)
    }, 1000);
    return () =&gt; clearInterval(interval);
  }, []);

And then in the JSX:
 &lt;div&gt;You spent: &lt;span&gt; { timer }&lt;/span&gt; seconds&lt;/div&gt;

So if you declare it in your root component like this:
import './App.css';
import { useEffect, useState} from &quot;react&quot;;


function App() {
    const [timer, setTimer] = useState(0)

    useEffect(() =&gt; {
        const interval = setInterval(() =&gt; {
            setTimer(window.Tos.getTimeOnPage().timeOnPage)
        }, 1000);
        return () =&gt; clearInterval(interval);
    }, []);

    useEffect(() =&gt; {
        const script = document.createElement('script')
        script.setAttribute('src', '//cdn.jsdelivr.net/gh/saleemkce/timeonsite@1.2.1/timeonsitetracker.min.js')
        script.id = 'TimeOnSiteTracker'
        script.addEventListener('load', () =&gt; {
            const config = {
                trackBy: 'seconds',
            };

            if (TimeOnSiteTracker) {
                var Tos = new TimeOnSiteTracker(config);
                window.Tos = Tos;
            }

        })
        document.body.appendChild(script)
    }, [])
    
    return (
        &lt;div className=&quot;App&quot;&gt;
            &lt;header className=&quot;App-header&quot;&gt;
                &lt;div&gt;
                    You spent : &lt;span&gt;{timer} &lt;/span&gt; Seconds
                &lt;/div&gt;
            &lt;/header&gt;
        &lt;/div&gt;
    );
}


You can get a timer. Then it is a matter of playing in how you access the state in all your pages and properly configuring Tos to be tracked in all the pages you want.
"
73143311,standard deviation in TukeyHSD test in R?,"I have made an experiment where I measured the height of a plant with different genotypes (A,B or C). I ran a one-way ANOVA and I performed TukeyHSD as posthoc test. However, I would like to obtain the standard deviation of the difference in each comparison:
Here is my code:
#Create my dataset
genotype&lt;-c(&quot;A&quot;,&quot;A&quot;,&quot;A&quot;,&quot;B&quot;,&quot;B&quot;,&quot;B&quot;,&quot;C&quot;,&quot;C&quot;,&quot;C&quot;)
height&lt;-c(4,5,6,10,10,11,10,11,12)
data&lt;-data.frame(genotype,height)

#I run the ANOVA and TukeyHSD
model&lt;-aov(height~genotype,data=data)
TukeyHSD(model)
#It returns the difference of each comparison, but not the standard deviation. Although it can be obtain in SPSS, I would like to do it in R software.

Does anyone know if a specific R command exist? Or should I try to build my own formula creating a loop on my dataset?
Thank you in adavance.
King regard.
",r,1,73144263,"You can use the emmeans package to make the pairwise comparisons.
library(&quot;emmeans&quot;)

genotype &lt;- c(&quot;A&quot;, &quot;A&quot;, &quot;A&quot;, &quot;B&quot;, &quot;B&quot;, &quot;B&quot;, &quot;C&quot;, &quot;C&quot;, &quot;C&quot;)
height &lt;- c(4, 5, 6, 10, 10, 11, 10, 11, 12)
data &lt;- data.frame(genotype, height)

model &lt;- aov(height ~ genotype, data = data)

TukeyHSD(model)
#&gt;   Tukey multiple comparisons of means
#&gt;     95% family-wise confidence level
#&gt; 
#&gt; Fit: aov(formula = height ~ genotype, data = data)
#&gt; 
#&gt; $genotype
#&gt;          diff       lwr      upr     p adj
#&gt; B-A 5.3333333  3.123923 7.542743 0.0007609
#&gt; C-A 6.0000000  3.790590 8.209410 0.0003980
#&gt; C-B 0.6666667 -1.542743 2.876077 0.6453214

pairs(
  emmeans(model, ~genotype),
  adjust = &quot;tukey&quot;
)
#&gt;  contrast estimate   SE df t.ratio p.value
#&gt;  A - B      -5.333 0.72  6  -7.407  0.0008
#&gt;  A - C      -6.000 0.72  6  -8.332  0.0004
#&gt;  B - C      -0.667 0.72  6  -0.926  0.6453
#&gt; 
#&gt; P value adjustment: tukey method for comparing a family of 3 estimates

Created on 2022-07-27 by the reprex package (v2.0.1)
"
