id,chat-gpt,llama
73827986,0.7133537530899048,0.7028242349624634
73368255,0.6142231225967407,0.6424606442451477
72986123,0.7822381258010864,0.7792601585388184
74368270,0.5936650037765503,0.4967377185821533
74511509,0.6860194206237793,0.703446090221405
73725448,0.6035293340682983,0.5505954027175903
73465679,0.7623692750930786,0.6644439101219177
74411450,0.6532596349716187,0.5756430625915527
73956768,0.6318907737731934,0.6471275091171265
73143311,0.6549406051635742,0.37726712226867676
73551864,0.7555767297744751,0.7963264584541321
74242518,0.7023621201515198,0.7590121030807495
74535758,0.6038661003112793,0.5563904047012329
73314559,0.7870499491691589,0.7618662118911743
73272894,0.5968356132507324,0.5761082172393799
72966905,0.5765225291252136,0.5393322706222534
72905471,0.6029776334762573,0.5441311001777649
72826154,0.546021044254303,0.297556608915329
73045806,0.708499550819397,0.6710994839668274
73891997,0.6831681132316589,0.7463073134422302
73979650,0.5498879551887512,0.5562505722045898
74422849,0.4528704583644867,0.6310017704963684
73248689,0.7253893613815308,0.7492468357086182
74437558,0.43134140968322754,0.16595737636089325
74214892,0.3598736524581909,0.4243520200252533
73903352,0.6540409922599792,0.6358543634414673
74393426,0.44672727584838867,0.47578150033950806
73810638,0.6590502262115479,0.6148860454559326
73184914,0.5457485318183899,0.4466930627822876
74595002,0.5973097085952759,0.687714695930481
73534241,0.8052553534507751,0.7530564069747925
73144075,0.6126546859741211,0.5587798357009888
74543810,0.11444850265979767,0.07035969197750092
73556146,-0.042690977454185486,-0.05254907160997391
74089173,0.7084740400314331,0.5877846479415894
72847591,0.8142536878585815,0.6458914279937744
73903603,0.677116334438324,0.7703815698623657
74448709,0.6392286419868469,0.7643362879753113
74284478,0.5615248084068298,0.49216777086257935
74405746,0.012179408222436905,0.034988243132829666
73407546,0.7461215853691101,0.7445863485336304
74339986,0.5355614423751831,0.5142549276351929
73547364,0.5605376362800598,0.6364295482635498
74095245,0.5562607645988464,0.6554408073425293
73515766,0.8448904752731323,0.7252198457717896
73004413,0.4528798460960388,0.48276346921920776
73380316,0.6458063721656799,0.5648335814476013
73114255,0.6343019604682922,0.6624618172645569
74310780,0.4857827126979828,0.4847619831562042
73553976,0.4465930461883545,0.43238288164138794
74612337,0.685380220413208,0.7697181105613708
73196092,0.6371052265167236,0.769700288772583
74227793,-0.009558804333209991,-0.005176821257919073
74076957,0.8789211511611938,0.6588623523712158
73682305,0.4257221221923828,0.3757379949092865
74136704,0.7138797640800476,0.6663522720336914
73867414,0.3818897008895874,0.506936252117157
72971634,0.46781402826309204,0.4357779026031494
73165456,0.7211134433746338,0.7388737797737122
72988901,0.7579355239868164,0.6573436856269836
73635965,0.828054666519165,0.7932851314544678
73738035,0.49036771059036255,0.5133196115493774
73032148,0.8962132334709167,0.8781572580337524
73687017,0.9228523969650269,0.8903568387031555
73531936,0.2747443914413452,0.6776660084724426
73158541,0.5250146389007568,0.687777042388916
74588596,0.835641086101532,0.6960029602050781
73538666,0.8277786374092102,0.759110689163208
72828351,0.7744860649108887,0.6683475375175476
73657033,0.8633372783660889,0.9150872230529785
73925755,0.8223980665206909,0.744661808013916
73452611,0.39560285210609436,0.3521609306335449
74271731,0.6651884317398071,0.7237482070922852
73985472,0.691243052482605,0.7554013729095459
72954104,0.4257848858833313,0.48288142681121826
74400294,0.845611572265625,0.8522233963012695
74481905,0.5347771644592285,0.44595104455947876
73125825,0.7707811594009399,0.7746174931526184
73475744,0.6662654876708984,0.7608519792556763
73188739,0.7272539138793945,0.6163294315338135
74365692,0.5253371596336365,0.6004114747047424
74041416,0.3896360397338867,0.5528395175933838
73671051,0.6824739575386047,0.7184882164001465
74556446,0.67119300365448,0.6498249769210815
74127525,0.5621693730354309,0.5266791582107544
73168099,0.6690678596496582,0.6913169622421265
74321568,0.7433347105979919,0.730462908744812
73573040,0.7178917527198792,0.6762175559997559
73419719,0.5929352045059204,0.6380900740623474
73106769,0.7304757237434387,0.5476275086402893
73179160,0.5802410840988159,0.6241485476493835
73920596,0.8484912514686584,0.5653170347213745
74386488,0.6797948479652405,0.6871284246444702
72857296,0.7019469141960144,0.5562739372253418
74407560,0.6290672421455383,0.46415501832962036
73633189,0.6928259134292603,0.7819627523422241
73985713,0.6948412656784058,0.7139467000961304
74306195,0.6456950902938843,0.5908150672912598
74191220,0.5856319069862366,0.5967500805854797
73968425,0.7672054767608643,0.6783984899520874
72925947,0.430801123380661,0.5716224312782288
74357958,0.5560951828956604,0.7644921541213989
73072459,0.8379949927330017,0.7974171042442322
73354989,0.849189043045044,0.8442513942718506
74512813,0.6566903591156006,0.6657955646514893
74345581,0.7067533135414124,0.6886534690856934
74382338,0.5835014581680298,0.40192273259162903
74237043,0.8442227840423584,0.8074077367782593
74594144,0.4644317626953125,0.5152534246444702
74168837,0.7484520077705383,0.7616180181503296
73784320,0.6220231056213379,0.6809672117233276
73377019,0.7623872756958008,0.6947759389877319
73210611,0.6101186275482178,0.6036466956138611
74548191,0.47129449248313904,0.5424816608428955
73502432,0.668743371963501,0.649452269077301
73515934,0.8519198298454285,0.7845739126205444
72936313,0.7535263895988464,0.7258819341659546
74110774,0.5029518604278564,0.48750564455986023
73113554,0.8927920460700989,0.8782516717910767
73960832,0.6776224374771118,0.6568943858146667
74387517,0.3058530390262604,0.3515276610851288
73634127,0.7450054883956909,0.6196943521499634
73316739,0.5633628368377686,0.5231239795684814
