id,chat-gpt,llama
74891998,0.8791913986206055,0.8212238550186157
75766948,0.7032424807548523,0.6990417242050171
74844325,0.28960120677948,0.3145030736923218
75922360,0.5547575950622559,0.5051963925361633
75894490,0.7310342788696289,0.7660791873931885
75128735,0.5443882942199707,0.5662777423858643
75418451,0.6847665309906006,0.7003915309906006
74787773,0.6842638254165649,0.6440145969390869
74910981,0.22271931171417236,0.1879136562347412
75953590,0.6190381050109863,0.5343942046165466
74955237,0.7010610699653625,0.7450909614562988
75309327,0.6458110809326172,0.6024467945098877
75274866,0.6340497732162476,0.535400927066803
75124044,0.5779798030853271,0.6600213646888733
75754152,0.8247928023338318,0.8287621736526489
75727923,-0.0013968981802463531,0.01637599989771843
75828054,0.7576341032981873,0.6534163951873779
76040523,0.5883491635322571,0.5897741913795471
74639660,0.10006662458181381,0.17370647192001343
75361470,0.7139465808868408,0.6663938164710999
75394657,0.7216089963912964,0.6485028266906738
75678528,0.48514848947525024,0.6095291376113892
74792246,0.7393732666969299,0.7278537750244141
75137675,0.695052981376648,0.8866451382637024
75676718,0.8661036491394043,0.8857881426811218
75345766,0.543394148349762,0.6055900454521179
75259576,0.7816265821456909,0.7200895547866821
75535945,0.7097456455230713,0.686582088470459
74886135,0.7288466095924377,0.6895084381103516
75412023,0.5724154710769653,0.662239670753479
76053426,0.5513647794723511,0.5223420262336731
75477705,0.5576758980751038,0.48272189497947693
75926446,0.7880344986915588,0.7062854766845703
75141068,0.693839430809021,0.6665277481079102
75279839,0.508161187171936,0.5835636854171753
74625933,0.6946529150009155,0.6359370946884155
75888265,0.7980066537857056,0.7368789911270142
75606592,0.7549928426742554,0.6572043895721436
75767654,0.5119128227233887,0.6339127421379089
75792418,0.8226102590560913,0.8140835762023926
75897290,0.21129603683948517,0.2067902684211731
75300420,0.7180795073509216,0.6824139356613159
74903024,0.7010253071784973,0.7562367916107178
74727222,0.8434896469116211,0.7732769250869751
75594376,0.6344236731529236,0.5648466348648071
75779286,0.8337481617927551,0.8246934413909912
75701487,0.6841411590576172,0.7123743295669556
75581187,0.7168659567832947,0.7928802371025085
75818472,0.3780609667301178,0.24978876113891602
75259335,0.7435282468795776,0.5998944640159607
74941125,0.7611016035079956,0.8210968971252441
74776494,0.6635820865631104,0.6640563011169434
75621833,0.1552819311618805,0.19679376482963562
74873498,0.5761458277702332,0.605606734752655
74829371,0.8272030353546143,0.8096078038215637
74625152,0.4344978630542755,0.4067491292953491
74985752,0.8163363933563232,0.6725903153419495
75388014,0.4989616870880127,0.3936448097229004
75652520,0.5622120499610901,0.5276336669921875
75610201,0.5060762166976929,0.33251628279685974
75004091,0.42698198556900024,0.6157292723655701
75686934,0.5797467231750488,0.5448964238166809
75133191,0.585584819316864,0.5683561563491821
75536237,0.8181224465370178,0.7900325059890747
75681460,0.8344558477401733,0.8156698942184448
75255746,0.4224928617477417,0.3697670102119446
74894428,0.7412463426589966,0.6532292366027832
75701352,0.8480932712554932,0.7903193235397339
75355962,0.9086500406265259,0.5883816480636597
76046277,0.6502113342285156,0.5532934665679932
74958798,0.8105614185333252,0.6876035928726196
75940783,0.7619221210479736,0.6912198066711426
75449324,0.37009114027023315,0.060328081250190735
74645329,0.7284971475601196,0.7134238481521606
75973321,0.7213442325592041,0.7621161937713623
74952536,0.5126835703849792,0.4862003028392792
75491505,0.5779249668121338,0.5083351135253906
75705927,0.8405227661132812,0.6949697732925415
74678625,0.8328839540481567,0.7624305486679077
75442293,0.7454437017440796,0.7641985416412354
74673173,0.6705070734024048,0.6805295944213867
75203685,0.8385553956031799,0.653600811958313
74836161,0.7798610925674438,0.717580258846283
75499333,0.7203147411346436,0.6166080236434937
75791645,0.6285991668701172,0.5797405242919922
75005196,0.6768863201141357,0.6839649677276611
75010505,0.7370474338531494,0.7047364115715027
75723026,0.7111595273017883,0.7735953330993652
75900187,0.6571789979934692,0.6079433560371399
75717363,0.6892502307891846,0.7880054116249084
75579311,0.8336806297302246,0.8217141628265381
75517315,0.7629351615905762,0.6556074619293213
75717664,0.696833610534668,0.7696022987365723
74971911,0.6543892025947571,0.5873810052871704
75441608,0.5895189046859741,0.5757731795310974
74758047,0.7136666178703308,0.7422674298286438
75233987,0.8187342286109924,0.7584446668624878
